,Customer Name,Project,Worked Date,Task or Ticket Title,Resource Name,Billable Hours,Hourly Billing Rate,Extended Price,Detailed Customer Category
7935,MAG,Configure Intune MDM and Enroll all Windows 10 Devices,2022-02-22 00:00:00,Company-wide device enrollment,Bingo,3,187.5,562.5,Commercial/Corporate
7936,MAG,Configure Intune MDM and Enroll all Windows 10 Devices,2022-02-23 00:00:00,Company-wide device enrollment,Bingo,2,187.5,375,Commercial/Corporate
7937,MAG,Configure Intune MDM and Enroll all Windows 10 Devices,2022-02-24 00:00:00,Company-wide device enrollment,Bingo,4,187.5,750,Commercial/Corporate
7938,MAG,Configure Intune MDM and Enroll all Windows 10 Devices,2022-02-25 00:00:00,Company-wide device enrollment,Bingo,4,187.5,750,Commercial/Corporate
7939,MAG,Configure Intune MDM and Enroll all Windows 10 Devices,2022-03-01 00:00:00,Company-wide device enrollment,Bingo,2,187.5,375,Commercial/Corporate
7940,MAG,Configure Intune MDM and Enroll all Windows 10 Devices,2022-03-02 00:00:00,Company-wide device enrollment,Bingo,2,187.5,375,Commercial/Corporate
7941,MAG,Configure Intune MDM and Enroll all Windows 10 Devices,2022-03-03 00:00:00,Company-wide device enrollment,Bingo,2,187.5,375,Commercial/Corporate
7942,Maven,Marketing–G-Suite data migration,2022-08-17 00:00:00,Maven Collective Marketing–G-Suite data migration,KB,0.5,150,75,Commercial/Corporate
7943,Maven,Marketing–G-Suite data migration,2022-09-06 00:00:00,Maven Collective Marketing–G-Suite data migration,KB,0.5,150,75,Commercial/Corporate
7944,Maven,Marketing–G-Suite data migration,2022-09-19 00:00:00,Maven Collective Marketing–G-Suite data migration,KB,0.5,150,75,Commercial/Corporate
7945,Maven,Marketing–G-Suite data migration,2022-09-20 00:00:00,Maven Collective Marketing–G-Suite data migration,KB,0.5,150,75,Commercial/Corporate
7946,Maven,Marketing–G-Suite data migration,2022-09-21 00:00:00,Maven Collective Marketing–G-Suite data migration,KB,0.5,150,75,Commercial/Corporate
7947,Maven,Marketing–G-Suite data migration,2022-09-24 00:00:00,Maven Collective Marketing–G-Suite data migration,KB,0.5,150,75,Commercial/Corporate
7948,MetroContruction,Ad Hoc Support,2022-01-24 00:00:00,Alexander Square - Building 1 Scope,KB,3,150,450,Commercial/Corporate
7949,MetroContruction,Ad Hoc Support,2022-03-30 00:00:00,Solie Site,KB,3.5,150,525,Commercial/Corporate
7950,MetroContruction,Ad Hoc Support,2022-07-06 00:00:00,Alexander Square - Building 1 Scope,KB,0.5,150,75,Commercial/Corporate
7951,MetroContruction,Ad Hoc Support,2022-07-12 00:00:00,Alexander Square - Building 1 Scope,KB,5,150,750,Commercial/Corporate
7952,NaturalMart,Data transformation,2022-06-27 00:00:00,Data Transformation,Contractor,3,200,600,Commercial/Corporate
7953,NaturalMart,Data transformation,2022-06-28 00:00:00,Data Transformation,Contractor,2.5,200,500,Commercial/Corporate
7954,NaturalMart,Data transformation,2022-06-29 00:00:00,Data Transformation,Contractor,2.5,200,500,Commercial/Corporate
7955,NaturalMart,Data transformation,2022-06-30 00:00:00,Data Transformation,Contractor,2,200,400,Commercial/Corporate
7956,NaturalMart,Data transformation,2022-07-04 00:00:00,Data Transformation,Contractor,2,200,400,Commercial/Corporate
7957,NaturalMart,Data transformation,2022-07-05 00:00:00,Data Transformation,Contractor,3.5,200,700,Commercial/Corporate
7958,NaturalMart,Data transformation,2022-07-06 00:00:00,Data Transformation,Contractor,2,200,400,Commercial/Corporate
7959,NaturalMart,Data transformation,2022-07-08 00:00:00,Data Transformation,Contractor,2,200,400,Commercial/Corporate
7960,NaturalMart,Data transformation,2022-07-11 00:00:00,Data Transformation,Contractor,2.5,200,500,Commercial/Corporate
7961,NaturalMart,Data transformation,2022-07-12 00:00:00,Data Transformation,Contractor,2,200,400,Commercial/Corporate
7962,NaturalMart,Data transformation,2022-07-13 00:00:00,Data Transformation,Contractor,1.5,200,300,Commercial/Corporate
7963,NaturalMart,Data transformation,2022-07-14 00:00:00,Data Transformation,Contractor,3,200,600,Commercial/Corporate
7964,NaturalMart,Data transformation,2022-07-15 00:00:00,Data Transformation,Contractor,3,200,600,Commercial/Corporate
7965,NaturalMart,Data transformation,2022-07-18 00:00:00,Data Transformation,Contractor,2,200,400,Commercial/Corporate
7966,NaturalMart,Data transformation,2022-07-23 00:00:00,Data Transformation,Contractor,3,200,600,Commercial/Corporate
7967,NaturalMart,Data transformation,2022-07-27 00:00:00,Data Transformation,Contractor,2.5,200,500,Commercial/Corporate
7968,NaturalMart,Data transformation,2022-07-28 00:00:00,Data Transformation,Contractor,2,200,400,Commercial/Corporate
7969,NaturalMart,Data transformation,2022-07-29 00:00:00,Data Transformation,Contractor,2,200,400,Commercial/Corporate
7970,NaturalMart,Data transformation,2022-08-01 00:00:00,Data Transformation,Contractor,4,200,800,Commercial/Corporate
7971,NaturalMart,Data transformation,2022-08-02 00:00:00,Data Transformation,Contractor,3,200,600,Commercial/Corporate
7972,NaturalMart,Data transformation,2022-08-04 00:00:00,Data Transformation,Contractor,4,200,800,Commercial/Corporate
7973,NaturalMart,Data transformation,2022-08-05 00:00:00,Data Transformation,Contractor,3,200,600,Commercial/Corporate
7974,NaturalMart,Data transformation,2022-08-06 00:00:00,Data Transformation,Contractor,3,200,600,Commercial/Corporate
7975,NaturalMart,Data transformation,2022-08-07 00:00:00,Data Transformation,Contractor,2,200,400,Commercial/Corporate
7976,NaturalMart,Data transformation,2022-08-10 00:00:00,Data Transformation,Contractor,2,200,400,Commercial/Corporate
7977,NaturalMart,Data transformation,2022-08-11 00:00:00,Data Transformation,Contractor,2,200,400,Commercial/Corporate
7978,NaturalMart,Data transformation,2022-08-12 00:00:00,Data Transformation,Contractor,2,200,400,Commercial/Corporate
7979,NaturalMart,Data transformation,2022-08-17 00:00:00,Data Transformation,Contractor,2,200,400,Commercial/Corporate
7980,NaturalMart,Data transformation,2022-08-21 00:00:00,Data Transformation,Contractor,2,200,400,Commercial/Corporate
7981,NaturalMart,Data transformation,2022-09-06 00:00:00,Data Transformation,Contractor,0.5,200,100,Commercial/Corporate
7982,NaturalMart,Data transformation,2022-09-07 00:00:00,Data Transformation,Contractor,0.5,200,100,Commercial/Corporate
7983,NaturalMart,Data transformation,2022-09-12 00:00:00,Data Transformation,Contractor,1,200,200,Commercial/Corporate
7984,NaturalMart,Data transformation,2022-09-22 00:00:00,Data Transformation,Contractor,2,200,400,Commercial/Corporate
7985,NaturalMart,Data transformation,2022-09-23 00:00:00,Data Transformation,Contractor,2,200,400,Commercial/Corporate
7986,NaturalMart,Data transformation,2022-09-25 00:00:00,Data Transformation,Contractor,2,200,400,Commercial/Corporate
7987,NaturalMart,Data transformation,2022-09-26 00:00:00,Data Transformation,Contractor,1,200,200,Commercial/Corporate
7988,NaturalMart,Data transformation,2022-09-27 00:00:00,Data Transformation,Contractor,5,200,1000,Commercial/Corporate
7989,NaturalMart,Data transformation,2022-09-28 00:00:00,Data Transformation,Contractor,5,200,1000,Commercial/Corporate
7990,NaturalMart,Data transformation,2022-09-29 00:00:00,Data Transformation,Contractor,6,200,1200,Commercial/Corporate
7991,NaturalMart,Data transformation,2022-10-02 00:00:00,Data Transformation,Contractor,1,200,200,Commercial/Corporate
7992,NaturalMart,Data transformation,2022-10-03 00:00:00,Data Transformation,Contractor,1,200,200,Commercial/Corporate
7993,NaturalMart,Data transformation,2022-10-05 00:00:00,Data Transformation,Contractor,1,200,200,Commercial/Corporate
7994,NaturalMart,Data transformation,2022-10-07 00:00:00,Data Transformation,Contractor,2,200,400,Commercial/Corporate
7995,NaturalMart,Data transformation,2022-10-11 00:00:00,Data Transformation,Contractor,2,200,400,Commercial/Corporate
7996,NaturalMart,Data transformation,2022-10-14 00:00:00,Data Transformation,Contractor,1,200,200,Commercial/Corporate
7997,NaturalMart,Data transformation,2022-10-17 00:00:00,Data Transformation,Contractor,2,200,400,Commercial/Corporate
7998,NaturalMart,Data transformation,2022-10-20 00:00:00,Data Transformation,Contractor,3,200,600,Commercial/Corporate
7999,NaturalMart,Data transformation,2022-10-26 00:00:00,Data Transformation,Contractor,1,200,200,Commercial/Corporate
8000,NaturalMart,Exchange Server Upgrade,2022-11-10 00:00:00,Exchange Server Upgrade project,KC,1.25,200,250,Commercial/Corporate
8001,NaturalMart,Exchange Server Upgrade,2022-11-14 00:00:00,Exchange Server Upgrade project,KC,2.25,200,450,Commercial/Corporate
8002,NaturalMart,Exchange Server Upgrade,2022-11-15 00:00:00,Exchange Server Upgrade project,KC,1,200,200,Commercial/Corporate
8003,NaturalMart,Exchange Server Upgrade,2022-11-16 00:00:00,Exchange Server Upgrade project,KC,0.25,200,50,Commercial/Corporate
8004,NaturalMart,Exchange Server Upgrade,2022-11-21 00:00:00,Exchange Server Upgrade project,KC,2.25,200,450,Commercial/Corporate
8005,NaturalMart,Exchange Server Upgrade,2022-11-25 00:00:00,Exchange Server Upgrade project,KC,0.25,200,50,Commercial/Corporate
8006,NaturalMart,Exchange Server Upgrade,2022-11-29 00:00:00,Exchange Server Upgrade project,KC,2.5,200,500,Commercial/Corporate
8007,NaturalMart,Exchange Server Upgrade,2022-11-30 00:00:00,Exchange Server Upgrade project,KC,2.5,200,500,Commercial/Corporate
8008,NaturalMart,Exchange Server Upgrade,2022-12-01 00:00:00,Exchange Server Upgrade project,KC,3,200,600,Commercial/Corporate
8009,NaturalMart,Exchange Server Upgrade,2022-12-06 00:00:00,Exchange Server Upgrade project,KC,1,200,200,Commercial/Corporate
8010,NaturalMart,Exchange Server Upgrade,2022-12-08 00:00:00,Exchange Server Upgrade project,KC,0.25,200,50,Commercial/Corporate
8011,NaturalMart,Exchange Server Upgrade,2022-12-09 00:00:00,Exchange Server Upgrade project,KC,1.25,200,250,Commercial/Corporate
8012,Paper ND,SharePoint Support 2022,2022-03-21 00:00:00,Support & Consulting - 2022,MF,8,162.5,1300,Commercial/Corporate
8013,Paper ND,SharePoint Support 2022,2022-03-22 00:00:00,Support & Consulting - 2022,MF,8,162.5,1300,Commercial/Corporate
8014,Paper ND,SharePoint Support 2022,2022-03-23 00:00:00,Support & Consulting - 2022,MF,8,162.5,1300,Commercial/Corporate
8015,Paper ND,SharePoint Support 2022,2022-03-24 00:00:00,Support & Consulting - 2022,MF,8,162.5,1300,Commercial/Corporate
8016,Paper ND,SharePoint Support 2022,2022-03-25 00:00:00,Support & Consulting - 2022,MF,8,162.5,1300,Commercial/Corporate
8017,Paper ND,SharePoint Support 2022,2022-03-26 00:00:00,Support & Consulting - 2022,MF,8,162.5,1300,Commercial/Corporate
8018,Paper ND,Bucket of Hours,2022-05-02 00:00:00,Bucket of hours,MF,8,162.5,1300,Commercial/Corporate
8019,Paper ND,Bucket of Hours,2022-05-03 00:00:00,Bucket of hours,MF,8,162.5,1300,Commercial/Corporate
8020,Paper ND,Bucket of Hours,2022-05-04 00:00:00,Bucket of hours,MF,8,162.5,1300,Commercial/Corporate
8021,Paper ND,Bucket of Hours,2022-05-09 00:00:00,Bucket of hours,MF,8,162.5,1300,Commercial/Corporate
8022,Paper ND,Bucket of Hours,2022-05-10 00:00:00,Bucket of hours,MF,8,162.5,1300,Commercial/Corporate
8023,Paper ND,Bucket of Hours,2022-05-11 00:00:00,Bucket of hours,MF,8,162.5,1300,Commercial/Corporate
8024,NIC,Management,2022-01-13 00:00:00,NIC – Co-Management,DG,2,175,350,Education Sector
8025,NIC,Management,2022-02-23 00:00:00,NIC – Co-Management,DG,1,175,175,Education Sector
8026,NIC,Management,2022-02-25 00:00:00,NIC – Co-Management,DG,2,175,350,Education Sector
8027,NIC,Management,2022-04-14 00:00:00,Intune,MA,2,175,350,Education Sector
8028,NIC,Management,2022-05-09 00:00:00,Intune,MA,1,175,175,Education Sector
8029,NIC,Management,2022-05-25 00:00:00,Intune,MA,1,175,175,Education Sector
8030,NIC,Management,2022-09-20 00:00:00,Intune,MA,0.5,175,87.5,Education Sector
8031,NIC,Management,2022-11-01 00:00:00,Intune,MA,1.5,175,262.5,Education Sector
8032,NIC,Management,2022-11-08 00:00:00,Intune,MA,1.5,175,262.5,Education Sector
8033,NLC,Student Account Provisioning Changes,2022-12-13 00:00:00,"NLC - Student Account Provisioning Changes (Presale, not billable)",BM,2,187.5,375,Other
8034,Great Paper,ConfigMgr Current Branch with Co-management -Mentored Build,2022-01-07 00:00:00,Architecture and Design,DG,3,187.5,562.5,Commercial/Corporate
8035,Great Paper,Updating Device Settings,2022-01-11 00:00:00,Updating Device Settings,DG,1,200,200,Commercial/Corporate
8036,Paper,Canada – Email and Identity Branding Ad hoc Support Block,2022-01-21 00:00:00,Email and Identity Branding Ad hoc Support Block,KC,2.5,200,500,Commercial/Corporate
8037,Great Paper,ConfigMgr Current Branch with Co-management -Mentored Build,2022-01-24 00:00:00,Implement and Deploy,DG,2,187.5,375,Commercial/Corporate
8038,Great Paper,ConfigMgr Current Branch with Co-management -Mentored Build,2022-01-31 00:00:00,Implement and Deploy,DG,3,187.5,562.5,Commercial/Corporate
8039,Great Paper,Updating Device Settings,2022-02-04 00:00:00,Updating Device Settings,DG,3,200,600,Commercial/Corporate
8040,Paper,Canada – Email and Identity Branding Ad hoc Support Block,2022-02-09 00:00:00,Email and Identity Branding Ad hoc Support Block,KC,0.25,200,50,Commercial/Corporate
8041,Great Paper,ConfigMgr Current Branch with Co-management -Mentored Build,2022-02-11 00:00:00,Implement and Deploy,DG,3,187.5,562.5,Commercial/Corporate
8042,Paper,Canada – Email and Identity Branding Ad hoc Support Block,2022-02-16 00:00:00,Email and Identity Branding Ad hoc Support Block,KC,0.5,200,100,Commercial/Corporate
8043,Great Paper,ConfigMgr Current Branch with Co-management -Mentored Build,2022-02-18 00:00:00,Implement and Deploy,DG,4,187.5,750,Commercial/Corporate
8044,Great Paper,ConfigMgr Current Branch with Co-management -Mentored Build,2022-02-22 00:00:00,Pilot and Support,DG,2,187.5,375,Commercial/Corporate
8045,Paper,Canada – Email and Identity Branding Ad hoc Support Block,2022-02-22 00:00:00,Email and Identity Branding Ad hoc Support Block,KC,1,200,200,Commercial/Corporate
8046,Great Paper,Updating Device Settings,2022-02-23 00:00:00,Updating Device Settings,DG,2,200,400,Commercial/Corporate
8047,Great Paper,Updating Device Settings,2022-02-28 00:00:00,Updating Device Settings,DG,2,200,400,Commercial/Corporate
8048,Paper,Canada – Email and Identity Branding Ad hoc Support Block,2022-02-28 00:00:00,Email and Identity Branding Ad hoc Support Block,KC,1.5,200,300,Commercial/Corporate
8049,Great Paper,ConfigMgr Current Branch with Co-management -Mentored Build,2022-03-02 00:00:00,Implement and Deploy,DG,3,187.5,562.5,Commercial/Corporate
8050,Great Paper,ConfigMgr Current Branch with Co-management -Mentored Build,2022-03-11 00:00:00,Support Pool as needed(all phases),DG,2,187.5,375,Commercial/Corporate
8051,Great Paper,ConfigMgr Current Branch with Co-management -Mentored Build,2022-03-23 00:00:00,Pilot and Support,DG,3,187.5,562.5,Commercial/Corporate
8052,Great Paper,ConfigMgr Current Branch with Co-management -Mentored Build,2022-03-25 00:00:00,Pilot and Support,DG,1,187.5,187.5,Commercial/Corporate
8053,Great Paper,ConfigMgr Current Branch with Co-management -Mentored Build,2022-03-28 00:00:00,Support Pool as needed(all phases),Bingo,1.5,187.5,281.25,Commercial/Corporate
8054,Great Paper,Updating Device Settings,2022-03-28 00:00:00,Updating Device Settings,DG,3,200,600,Commercial/Corporate
8055,Great Paper,ConfigMgr Current Branch with Co-management -Mentored Build,2022-03-30 00:00:00,Support Pool as needed(all phases),DG,3,187.5,562.5,Commercial/Corporate
8056,Great Paper,Updating Device Settings,2022-04-01 00:00:00,Updating Device Settings,DG,1,200,200,Commercial/Corporate
8057,Great Paper,ConfigMgr Current Branch with Co-management -Mentored Build,2022-04-05 00:00:00,Pilot and Support,DG,4,187.5,750,Commercial/Corporate
8058,Great Paper,ConfigMgr Current Branch with Co-management -Mentored Build,2022-04-06 00:00:00,Implement and Deploy,Bingo,2.5,187.5,468.75,Commercial/Corporate
8059,Great Paper,ConfigMgr Current Branch with Co-management -Mentored Build,2022-04-07 00:00:00,Pilot and Support,DG,4,187.5,750,Commercial/Corporate
8060,Great Paper,ConfigMgr Current Branch with Co-management -Mentored Build,2022-04-08 00:00:00,Pilot and Support,DG,4,187.5,750,Commercial/Corporate
8061,Great Paper,IntuneCo-management,2022-04-20 00:00:00,Implement Co-Management of ConfigMgr Managed devices,MA,0.5,187.5,93.75,Commercial/Corporate
8062,Great Paper,IntuneCo-management,2022-04-26 00:00:00,Implement Co-Management of ConfigMgr Managed devices,MA,1,187.5,187.5,Commercial/Corporate
8063,Great Paper,ConfigMgr Current Branch with Co-management -Mentored Build,2022-05-17 00:00:00,Support Pool as needed(all phases),MA,1,187.5,187.5,Commercial/Corporate
8064,Paper,Canada – Email and Identity Branding Ad hoc Support Block,2022-06-01 00:00:00,Email and Identity Branding Ad hoc Support Block,KC,2,200,400,Commercial/Corporate
8065,Paper,Canada – Email and Identity Branding Ad hoc Support Block,2022-06-03 00:00:00,Email and Identity Branding Ad hoc Support Block,KC,1,200,200,Commercial/Corporate
8066,Great Paper,IntuneCo-management,2022-06-07 00:00:00,Implement Co-Management of ConfigMgr Managed devices,MA,1,187.5,187.5,Commercial/Corporate
8067,Great Paper,IntuneCo-management,2022-06-14 00:00:00,Implement Co-Management of ConfigMgr Managed devices,MA,1.5,187.5,281.25,Commercial/Corporate
8068,Great Paper,IntuneCo-management,2022-06-24 00:00:00,Implement Co-Management of ConfigMgr Managed devices,MA,1.5,187.5,281.25,Commercial/Corporate
8069,Great Paper,IntuneCo-management,2022-06-27 00:00:00,Implement Co-Management of ConfigMgr Managed devices,MA,1,187.5,187.5,Commercial/Corporate
8070,Paper,Canada – Email and Identity Branding Ad hoc Support Block,2022-07-18 00:00:00,Email and Identity Branding Ad hoc Support Block,KC,1.5,200,300,Commercial/Corporate
8071,Paper,Canada – Email and Identity Branding Ad hoc Support Block,2022-07-20 00:00:00,Email and Identity Branding Ad hoc Support Block,KC,0.5,200,100,Commercial/Corporate
8072,Great Paper,ConfigMgr Current Branch with Co-management -Mentored Build,2022-08-12 00:00:00,Support Pool as needed(all phases),MA,2.5,187.5,468.75,Commercial/Corporate
8073,Great Paper,ConfigMgr Current Branch with Co-management -Mentored Build,2022-08-18 00:00:00,Support Pool as needed(all phases),MA,2.5,187.5,468.75,Commercial/Corporate
8074,Great Paper,ConfigMgr Current Branch with Co-management -Mentored Build,2022-08-18 00:00:00,Support Pool as needed(all phases),Contractor,2,187.5,375,Commercial/Corporate
8075,Great Paper,IntuneCo-management,2022-08-29 00:00:00,Implement Co-Management of ConfigMgr Managed devices,MA,0.5,187.5,93.75,Commercial/Corporate
8076,Great Paper,ConfigMgr Current Branch with Co-management -Mentored Build,2022-09-23 00:00:00,Support Pool as needed(all phases),MA,2.5,187.5,468.75,Commercial/Corporate
8077,Great Paper,ConfigMgr Current Branch with Co-management -Mentored Build,2022-10-28 00:00:00,Support Pool as needed(all phases),MA,2.5,187.5,468.75,Commercial/Corporate
8078,Great Paper,IntuneCo-management,2022-10-31 00:00:00,Implement Co-Management of ConfigMgr Managed devices,MA,1,187.5,187.5,Commercial/Corporate
8079,Great Paper,ConfigMgr Current Branch with Co-management -Mentored Build,2022-11-10 00:00:00,Support Pool as needed(all phases),MA,0.5,187.5,93.75,Commercial/Corporate
8080,Great Paper,ConfigMgr Current Branch with Co-management -Mentored Build,2022-11-17 00:00:00,Support Pool as needed(all phases),MA,0.5,187.5,93.75,Commercial/Corporate
8081,Great Paper,ConfigMgr Current Branch with Co-management -Mentored Build,2022-02-18 00:00:00,Implement and Deploy,Bingo,2,187.5,375,Commercial/Corporate
8082,Chocolate,Microsoft Power Platform Support,2022-02-03 00:00:00,Microsoft Power Platform Support,Contractor,1,175,175,Commercial/Corporate
8083,Chocolate,Microsoft Power Platform Support,2022-02-04 00:00:00,Microsoft Power Platform Support,Contractor,2,175,350,Commercial/Corporate
8084,LawFirm1,"LLP -Active Directory, Exchange, and Azure AD Assessment",2022-06-27 00:00:00,"Active Directory, Exchange, and Azure AD Assessment",KC,2,200,400,Other
8085,LawFirm1,"LLP -Active Directory, Exchange, and Azure AD Assessment",2022-06-28 00:00:00,"Active Directory, Exchange, and Azure AD Assessment",KC,2.5,200,500,Other
8086,LawFirm1,"LLP -Active Directory, Exchange, and Azure AD Assessment",2022-07-04 00:00:00,"Active Directory, Exchange, and Azure AD Assessment",KC,3,200,600,Other
8087,LawFirm1,"LLP -Active Directory, Exchange, and Azure AD Assessment",2022-07-07 00:00:00,"Active Directory, Exchange, and Azure AD Assessment",KC,2,200,400,Other
8088,LawFirm1,"LLP -Active Directory, Exchange, and Azure AD Assessment",2022-07-11 00:00:00,"Active Directory, Exchange, and Azure AD Assessment",KC,0.5,200,100,Other
8089,LawFirm1,"LLP -Active Directory, Exchange, and Azure AD Assessment",2022-07-15 00:00:00,"Active Directory, Exchange, and Azure AD Assessment",KC,0.5,200,100,Other
8090,Quickpass,SSO for Web Apps,2022-11-09 00:00:00,SSO for Web Apps,KC,0.5,200,100,Technology & IT
8091,Quickpass,SSO for Web Apps,2022-11-14 00:00:00,SSO for Web Apps,KC,1.5,200,300,Technology & IT
8092,Quickpass,SSO for Web Apps,2022-11-15 00:00:00,SSO for Web Apps,KC,2,200,400,Technology & IT
8093,Quickpass,SSO for Web Apps,2022-11-16 00:00:00,SSO for Web Apps,KC,2,200,400,Technology & IT
8094,Quickpass,SSO for Web Apps,2022-12-13 00:00:00,SSO for Web Apps,KC,0.5,200,100,Technology & IT
8095,RJC,M365 Deployment,2022-01-04 00:00:00,Exchange Online,KC,2.5,200,500,Other
8096,RJC,M365 Deployment,2022-01-05 00:00:00,Exchange Online,KC,1,200,200,Other
8097,RJC,Infrastructure Modernization,2022-03-14 00:00:00,Infrastructure Modernization,EH,1,200,200,Other
8098,RJC,Infrastructure Modernization,2022-03-14 00:00:00,Infrastructure Modernization,Bingo,1,200,200,Other
8099,RJC,Infrastructure Modernization,2022-03-14 00:00:00,Infrastructure Modernization,EH,1,200,200,Other
8100,RJC,Infrastructure Modernization,2022-03-15 00:00:00,Infrastructure Modernization,Bingo,3,200,600,Other
8101,RJC,Infrastructure Modernization,2022-03-16 00:00:00,Infrastructure Modernization,Bingo,2,200,400,Other
8102,RJC,Infrastructure Modernization,2022-03-17 00:00:00,Infrastructure Modernization,EH,0.5,200,100,Other
8103,RJC,Infrastructure Modernization,2022-03-17 00:00:00,Infrastructure Modernization,Bingo,3,200,600,Other
8104,RJC,Infrastructure Modernization,2022-03-21 00:00:00,Infrastructure Modernization,EH,1.5,200,300,Other
8105,RJC,Infrastructure Modernization,2022-03-22 00:00:00,Infrastructure Modernization,Bingo,11,200,2200,Other
8106,RJC,Infrastructure Modernization,2022-03-23 00:00:00,Infrastructure Modernization,Bingo,3,200,600,Other
8107,RJC,Infrastructure Modernization,2022-03-24 00:00:00,Infrastructure Modernization,Bingo,4,200,800,Other
8108,RJC,Infrastructure Modernization,2022-03-25 00:00:00,Infrastructure Modernization,Bingo,3,200,600,Other
8109,RJC,Infrastructure Modernization,2022-03-28 00:00:00,Infrastructure Modernization,Bingo,2,200,400,Other
8110,RJC,Infrastructure Modernization,2022-03-29 00:00:00,Infrastructure Modernization,Bingo,4,200,800,Other
8111,RJC,Infrastructure Modernization,2022-03-30 00:00:00,Infrastructure Modernization,Bingo,2,200,400,Other
8112,RJC,Infrastructure Modernization,2022-03-31 00:00:00,Infrastructure Modernization,Bingo,4,200,800,Other
8113,RJC,Infrastructure Modernization,2022-04-01 00:00:00,Infrastructure Modernization,Bingo,3,200,600,Other
8114,RJC,M365 Deployment,2022-04-04 00:00:00,Ad Hoc Support,Bingo,1,200,200,Other
8115,RJC,Infrastructure Modernization,2022-04-05 00:00:00,Infrastructure Modernization,Bingo,3,200,600,Other
8116,RJC,Infrastructure Modernization,2022-04-07 00:00:00,Infrastructure Modernization,Bingo,3,200,600,Other
8117,RJC,Infrastructure Modernization,2022-04-08 00:00:00,Infrastructure Modernization,Bingo,1,200,200,Other
8118,RJC,Infrastructure Modernization,2022-04-08 00:00:00,Infrastructure Modernization,EH,0.75,200,150,Other
8119,RJC,Infrastructure Modernization,2022-04-12 00:00:00,Infrastructure Modernization,Bingo,3,200,600,Other
8120,RJC,Infrastructure Modernization,2022-04-12 00:00:00,Infrastructure Modernization,EH,1,200,200,Other
8121,RJC,Infrastructure Modernization,2022-04-14 00:00:00,Infrastructure Modernization,Bingo,3,200,600,Other
8122,RJC,Infrastructure Modernization,2022-04-14 00:00:00,Infrastructure Modernization,EH,4,200,800,Other
8123,RJC,Infrastructure Modernization,2022-04-14 00:00:00,Infrastructure Modernization,EH,4,200,800,Other
8124,RJC,Infrastructure Modernization,2022-04-19 00:00:00,Infrastructure Modernization,EH,5.5,200,1100,Other
8125,RJC,Infrastructure Modernization,2022-04-19 00:00:00,Infrastructure Modernization,Bingo,3.5,200,700,Other
8126,RJC,Infrastructure Modernization,2022-04-20 00:00:00,Infrastructure Modernization,EH,1,200,200,Other
8127,RJC,Infrastructure Modernization,2022-04-21 00:00:00,Infrastructure Modernization,EH,0.5,200,100,Other
8128,RJC,Infrastructure Modernization,2022-04-21 00:00:00,Infrastructure Modernization,Bingo,0.5,200,100,Other
8129,RJC,Infrastructure Modernization,2022-04-21 00:00:00,Infrastructure Modernization,Bingo,3,200,600,Other
8130,RJC,Infrastructure Modernization,2022-04-22 00:00:00,Infrastructure Modernization,EH,2,200,400,Other
8131,RJC,Infrastructure Modernization,2022-04-22 00:00:00,Infrastructure Modernization,EH,1,200,200,Other
8132,RJC,Infrastructure Modernization,2022-04-22 00:00:00,Infrastructure Modernization,Bingo,1,200,200,Other
8133,RJC,Infrastructure Modernization,2022-04-26 00:00:00,Infrastructure Modernization,Bingo,4,200,800,Other
8134,RJC,Infrastructure Modernization,2022-04-26 00:00:00,Infrastructure Modernization,EH,1,200,200,Other
8135,RJC,Infrastructure Modernization,2022-04-27 00:00:00,Infrastructure Modernization,Bingo,1,200,200,Other
8136,RJC,Infrastructure Modernization,2022-04-28 00:00:00,Infrastructure Modernization,Bingo,5,200,1000,Other
8137,RJC,Infrastructure Modernization,2022-05-02 00:00:00,Infrastructure Modernization,Bingo,2.5,200,500,Other
8138,RJC,Infrastructure Modernization,2022-05-03 00:00:00,Infrastructure Modernization,Bingo,4,200,800,Other
8139,RJC,Infrastructure Modernization,2022-05-04 00:00:00,Infrastructure Modernization,Bingo,1,200,200,Other
8140,RJC,Infrastructure Modernization,2022-05-04 00:00:00,Infrastructure Modernization,Bingo,1,200,200,Other
8141,RJC,Infrastructure Modernization,2022-05-05 00:00:00,Infrastructure Modernization,Bingo,1.5,200,300,Other
8142,RJC,Infrastructure Modernization,2022-05-06 00:00:00,Infrastructure Modernization,EH,1,200,200,Other
8143,RJC,Infrastructure Modernization,2022-05-10 00:00:00,Infrastructure Modernization,Bingo,3,200,600,Other
8144,RJC,Infrastructure Modernization,2022-05-12 00:00:00,Infrastructure Modernization,Bingo,5,200,1000,Other
8145,RJC,Infrastructure Modernization,2022-05-17 00:00:00,Infrastructure Modernization,Bingo,4,200,800,Other
8146,RJC,Infrastructure Modernization,2022-05-19 00:00:00,Infrastructure Modernization,Bingo,3,200,600,Other
8147,RJC,Infrastructure Modernization,2022-05-24 00:00:00,Infrastructure Modernization,Bingo,2.5,200,500,Other
8148,RJC,Infrastructure Modernization,2022-05-26 00:00:00,Infrastructure Modernization,Bingo,4,200,800,Other
8149,RJC,Infrastructure Modernization,2022-05-30 00:00:00,Infrastructure Modernization,KC,1,200,200,Other
8150,RJC,Infrastructure Modernization,2022-05-30 00:00:00,Infrastructure Modernization,Bingo,3,200,600,Other
